date,wm_yr_wk,weekday,wday,month,year,d,event_name_1,event_type_1,event_name_2,event_type_2,snap_CA,snap_TX,snap_WI,week,day
2012-07-13,11224,Friday,7,7,2012,d_532,No Event,No Event,No Event,No Event,0,1,0,28,13
2012-07-14,11225,Saturday,1,7,2012,d_533,No Event,No Event,No Event,No Event,0,0,1,28,14
2012-07-15,11225,Sunday,2,7,2012,d_534,No Event,No Event,No Event,No Event,0,1,1,28,15
2012-07-16,11225,Monday,3,7,2012,d_535,No Event,No Event,No Event,No Event,0,0,0,29,16
2012-07-17,11225,Tuesday,4,7,2012,d_536,No Event,No Event,No Event,No Event,0,0,0,29,17
2012-07-18,11225,Wednesday,5,7,2012,d_537,No Event,No Event,No Event,No Event,0,0,0,29,18
2012-07-19,11225,Thursday,6,7,2012,d_538,No Event,No Event,No Event,No Event,0,0,0,29,19
2012-07-20,11225,Friday,7,7,2012,d_539,Ramadan starts,Religious,No Event,No Event,0,0,0,29,20
2012-07-21,11226,Saturday,1,7,2012,d_540,No Event,No Event,No Event,No Event,0,0,0,29,21
2012-07-22,11226,Sunday,2,7,2012,d_541,No Event,No Event,No Event,No Event,0,0,0,29,22
2012-07-23,11226,Monday,3,7,2012,d_542,No Event,No Event,No Event,No Event,0,0,0,30,23
2012-07-24,11226,Tuesday,4,7,2012,d_543,No Event,No Event,No Event,No Event,0,0,0,30,24
2012-07-25,11226,Wednesday,5,7,2012,d_544,No Event,No Event,No Event,No Event,0,0,0,30,25
2012-07-26,11226,Thursday,6,7,2012,d_545,No Event,No Event,No Event,No Event,0,0,0,30,26
2012-07-27,11226,Friday,7,7,2012,d_546,No Event,No Event,No Event,No Event,0,0,0,30,27
2012-07-28,11227,Saturday,1,7,2012,d_547,No Event,No Event,No Event,No Event,0,0,0,30,28
2012-07-29,11227,Sunday,2,7,2012,d_548,No Event,No Event,No Event,No Event,0,0,0,30,29
2012-07-30,11227,Monday,3,7,2012,d_549,No Event,No Event,No Event,No Event,0,0,0,31,30
2012-07-31,11227,Tuesday,4,7,2012,d_550,No Event,No Event,No Event,No Event,0,0,0,31,31
2012-08-01,11227,Wednesday,5,8,2012,d_551,No Event,No Event,No Event,No Event,1,1,0,31,1
2012-08-02,11227,Thursday,6,8,2012,d_552,No Event,No Event,No Event,No Event,1,0,1,31,2
2012-08-03,11227,Friday,7,8,2012,d_553,No Event,No Event,No Event,No Event,1,1,1,31,3
2012-08-04,11228,Saturday,1,8,2012,d_554,No Event,No Event,No Event,No Event,1,0,0,31,4
2012-08-05,11228,Sunday,2,8,2012,d_555,No Event,No Event,No Event,No Event,1,1,1,31,5
2012-08-06,11228,Monday,3,8,2012,d_556,No Event,No Event,No Event,No Event,1,1,1,32,6
2012-08-07,11228,Tuesday,4,8,2012,d_557,No Event,No Event,No Event,No Event,1,1,0,32,7
2012-08-08,11228,Wednesday,5,8,2012,d_558,No Event,No Event,No Event,No Event,1,0,1,32,8
2012-08-09,11228,Thursday,6,8,2012,d_559,No Event,No Event,No Event,No Event,1,1,1,32,9
2012-08-10,11228,Friday,7,8,2012,d_560,No Event,No Event,No Event,No Event,1,0,0,32,10
2012-08-11,11229,Saturday,1,8,2012,d_561,No Event,No Event,No Event,No Event,0,1,1,32,11
2012-08-12,11229,Sunday,2,8,2012,d_562,No Event,No Event,No Event,No Event,0,1,1,32,12
2012-08-13,11229,Monday,3,8,2012,d_563,No Event,No Event,No Event,No Event,0,1,0,33,13
2012-08-14,11229,Tuesday,4,8,2012,d_564,No Event,No Event,No Event,No Event,0,0,1,33,14
2012-08-15,11229,Wednesday,5,8,2012,d_565,No Event,No Event,No Event,No Event,0,1,1,33,15
2012-08-16,11229,Thursday,6,8,2012,d_566,No Event,No Event,No Event,No Event,0,0,0,33,16
2012-08-17,11229,Friday,7,8,2012,d_567,No Event,No Event,No Event,No Event,0,0,0,33,17
2012-08-18,11230,Saturday,1,8,2012,d_568,No Event,No Event,No Event,No Event,0,0,0,33,18
2012-08-19,11230,Sunday,2,8,2012,d_569,Eid al-Fitr,Religious,No Event,No Event,0,0,0,33,19
2012-08-20,11230,Monday,3,8,2012,d_570,No Event,No Event,No Event,No Event,0,0,0,34,20
2012-08-21,11230,Tuesday,4,8,2012,d_571,No Event,No Event,No Event,No Event,0,0,0,34,21
2012-08-22,11230,Wednesday,5,8,2012,d_572,No Event,No Event,No Event,No Event,0,0,0,34,22
2012-08-23,11230,Thursday,6,8,2012,d_573,No Event,No Event,No Event,No Event,0,0,0,34,23
2012-08-24,11230,Friday,7,8,2012,d_574,No Event,No Event,No Event,No Event,0,0,0,34,24
2012-08-25,11231,Saturday,1,8,2012,d_575,No Event,No Event,No Event,No Event,0,0,0,34,25
2012-08-26,11231,Sunday,2,8,2012,d_576,No Event,No Event,No Event,No Event,0,0,0,34,26
2012-08-27,11231,Monday,3,8,2012,d_577,No Event,No Event,No Event,No Event,0,0,0,35,27
2012-08-28,11231,Tuesday,4,8,2012,d_578,No Event,No Event,No Event,No Event,0,0,0,35,28
2012-08-29,11231,Wednesday,5,8,2012,d_579,No Event,No Event,No Event,No Event,0,0,0,35,29
2012-08-30,11231,Thursday,6,8,2012,d_580,No Event,No Event,No Event,No Event,0,0,0,35,30
2012-08-31,11231,Friday,7,8,2012,d_581,No Event,No Event,No Event,No Event,0,0,0,35,31
2012-09-01,11232,Saturday,1,9,2012,d_582,No Event,No Event,No Event,No Event,1,1,0,35,1
2012-09-02,11232,Sunday,2,9,2012,d_583,No Event,No Event,No Event,No Event,1,0,1,35,2
2012-09-03,11232,Monday,3,9,2012,d_584,LaborDay,National,No Event,No Event,1,1,1,36,3
2012-09-04,11232,Tuesday,4,9,2012,d_585,No Event,No Event,No Event,No Event,1,0,0,36,4
2012-09-05,11232,Wednesday,5,9,2012,d_586,No Event,No Event,No Event,No Event,1,1,1,36,5
2012-09-06,11232,Thursday,6,9,2012,d_587,No Event,No Event,No Event,No Event,1,1,1,36,6
2012-09-07,11232,Friday,7,9,2012,d_588,No Event,No Event,No Event,No Event,1,1,0,36,7
2012-09-08,11233,Saturday,1,9,2012,d_589,No Event,No Event,No Event,No Event,1,0,1,36,8
2012-09-09,11233,Sunday,2,9,2012,d_590,No Event,No Event,No Event,No Event,1,1,1,36,9
2012-09-10,11233,Monday,3,9,2012,d_591,No Event,No Event,No Event,No Event,1,0,0,37,10
2012-09-11,11233,Tuesday,4,9,2012,d_592,No Event,No Event,No Event,No Event,0,1,1,37,11
2012-09-12,11233,Wednesday,5,9,2012,d_593,No Event,No Event,No Event,No Event,0,1,1,37,12
2012-09-13,11233,Thursday,6,9,2012,d_594,No Event,No Event,No Event,No Event,0,1,0,37,13
2012-09-14,11233,Friday,7,9,2012,d_595,No Event,No Event,No Event,No Event,0,0,1,37,14
2012-09-15,11234,Saturday,1,9,2012,d_596,No Event,No Event,No Event,No Event,0,1,1,37,15
2012-09-16,11234,Sunday,2,9,2012,d_597,No Event,No Event,No Event,No Event,0,0,0,37,16
2012-09-17,11234,Monday,3,9,2012,d_598,No Event,No Event,No Event,No Event,0,0,0,38,17
2012-09-18,11234,Tuesday,4,9,2012,d_599,No Event,No Event,No Event,No Event,0,0,0,38,18
2012-09-19,11234,Wednesday,5,9,2012,d_600,No Event,No Event,No Event,No Event,0,0,0,38,19
2012-09-20,11234,Thursday,6,9,2012,d_601,No Event,No Event,No Event,No Event,0,0,0,38,20
2012-09-21,11234,Friday,7,9,2012,d_602,No Event,No Event,No Event,No Event,0,0,0,38,21
2012-09-22,11235,Saturday,1,9,2012,d_603,No Event,No Event,No Event,No Event,0,0,0,38,22
2012-09-23,11235,Sunday,2,9,2012,d_604,No Event,No Event,No Event,No Event,0,0,0,38,23
2012-09-24,11235,Monday,3,9,2012,d_605,No Event,No Event,No Event,No Event,0,0,0,39,24
2012-09-25,11235,Tuesday,4,9,2012,d_606,No Event,No Event,No Event,No Event,0,0,0,39,25
2012-09-26,11235,Wednesday,5,9,2012,d_607,No Event,No Event,No Event,No Event,0,0,0,39,26
2012-09-27,11235,Thursday,6,9,2012,d_608,No Event,No Event,No Event,No Event,0,0,0,39,27
2012-09-28,11235,Friday,7,9,2012,d_609,No Event,No Event,No Event,No Event,0,0,0,39,28
2012-09-29,11236,Saturday,1,9,2012,d_610,No Event,No Event,No Event,No Event,0,0,0,39,29
2012-09-30,11236,Sunday,2,9,2012,d_611,No Event,No Event,No Event,No Event,0,0,0,39,30
2012-10-01,11236,Monday,3,10,2012,d_612,No Event,No Event,No Event,No Event,1,1,0,40,1
2012-10-02,11236,Tuesday,4,10,2012,d_613,No Event,No Event,No Event,No Event,1,0,1,40,2
2012-10-03,11236,Wednesday,5,10,2012,d_614,No Event,No Event,No Event,No Event,1,1,1,40,3
2012-10-04,11236,Thursday,6,10,2012,d_615,No Event,No Event,No Event,No Event,1,0,0,40,4
2012-10-05,11236,Friday,7,10,2012,d_616,No Event,No Event,No Event,No Event,1,1,1,40,5
2012-10-06,11237,Saturday,1,10,2012,d_617,No Event,No Event,No Event,No Event,1,1,1,40,6
2012-10-07,11237,Sunday,2,10,2012,d_618,No Event,No Event,No Event,No Event,1,1,0,40,7
2012-10-08,11237,Monday,3,10,2012,d_619,ColumbusDay,National,No Event,No Event,1,0,1,41,8
2012-10-09,11237,Tuesday,4,10,2012,d_620,No Event,No Event,No Event,No Event,1,1,1,41,9
2012-10-10,11237,Wednesday,5,10,2012,d_621,No Event,No Event,No Event,No Event,1,0,0,41,10
2012-10-11,11237,Thursday,6,10,2012,d_622,No Event,No Event,No Event,No Event,0,1,1,41,11
2012-10-12,11237,Friday,7,10,2012,d_623,No Event,No Event,No Event,No Event,0,1,1,41,12
2012-10-13,11238,Saturday,1,10,2012,d_624,No Event,No Event,No Event,No Event,0,1,0,41,13
2012-10-14,11238,Sunday,2,10,2012,d_625,No Event,No Event,No Event,No Event,0,0,1,41,14
2012-10-15,11238,Monday,3,10,2012,d_626,No Event,No Event,No Event,No Event,0,1,1,42,15
2012-10-16,11238,Tuesday,4,10,2012,d_627,No Event,No Event,No Event,No Event,0,0,0,42,16
2012-10-17,11238,Wednesday,5,10,2012,d_628,No Event,No Event,No Event,No Event,0,0,0,42,17
2012-10-18,11238,Thursday,6,10,2012,d_629,No Event,No Event,No Event,No Event,0,0,0,42,18
2012-10-19,11238,Friday,7,10,2012,d_630,No Event,No Event,No Event,No Event,0,0,0,42,19
2012-10-20,11239,Saturday,1,10,2012,d_631,No Event,No Event,No Event,No Event,0,0,0,42,20
2012-10-21,11239,Sunday,2,10,2012,d_632,No Event,No Event,No Event,No Event,0,0,0,42,21
2012-10-22,11239,Monday,3,10,2012,d_633,No Event,No Event,No Event,No Event,0,0,0,43,22
2012-10-23,11239,Tuesday,4,10,2012,d_634,No Event,No Event,No Event,No Event,0,0,0,43,23
2012-10-24,11239,Wednesday,5,10,2012,d_635,No Event,No Event,No Event,No Event,0,0,0,43,24
2012-10-25,11239,Thursday,6,10,2012,d_636,No Event,No Event,No Event,No Event,0,0,0,43,25
2012-10-26,11239,Friday,7,10,2012,d_637,EidAlAdha,Religious,No Event,No Event,0,0,0,43,26
2012-10-27,11240,Saturday,1,10,2012,d_638,No Event,No Event,No Event,No Event,0,0,0,43,27
2012-10-28,11240,Sunday,2,10,2012,d_639,No Event,No Event,No Event,No Event,0,0,0,43,28
2012-10-29,11240,Monday,3,10,2012,d_640,No Event,No Event,No Event,No Event,0,0,0,44,29
2012-10-30,11240,Tuesday,4,10,2012,d_641,No Event,No Event,No Event,No Event,0,0,0,44,30
2012-10-31,11240,Wednesday,5,10,2012,d_642,Halloween,Cultural,No Event,No Event,0,0,0,44,31
2012-11-01,11240,Thursday,6,11,2012,d_643,No Event,No Event,No Event,No Event,1,1,0,44,1
2012-11-02,11240,Friday,7,11,2012,d_644,No Event,No Event,No Event,No Event,1,0,1,44,2
2012-11-03,11241,Saturday,1,11,2012,d_645,No Event,No Event,No Event,No Event,1,1,1,44,3
2012-11-04,11241,Sunday,2,11,2012,d_646,No Event,No Event,No Event,No Event,1,0,0,44,4
2012-11-05,11241,Monday,3,11,2012,d_647,No Event,No Event,No Event,No Event,1,1,1,45,5
2012-11-06,11241,Tuesday,4,11,2012,d_648,No Event,No Event,No Event,No Event,1,1,1,45,6
2012-11-07,11241,Wednesday,5,11,2012,d_649,No Event,No Event,No Event,No Event,1,1,0,45,7
2012-11-08,11241,Thursday,6,11,2012,d_650,No Event,No Event,No Event,No Event,1,0,1,45,8
2012-11-09,11241,Friday,7,11,2012,d_651,No Event,No Event,No Event,No Event,1,1,1,45,9
2012-11-10,11242,Saturday,1,11,2012,d_652,No Event,No Event,No Event,No Event,1,0,0,45,10
2012-11-11,11242,Sunday,2,11,2012,d_653,VeteransDay,National,No Event,No Event,0,1,1,45,11
2012-11-12,11242,Monday,3,11,2012,d_654,No Event,No Event,No Event,No Event,0,1,1,46,12
2012-11-13,11242,Tuesday,4,11,2012,d_655,No Event,No Event,No Event,No Event,0,1,0,46,13
2012-11-14,11242,Wednesday,5,11,2012,d_656,No Event,No Event,No Event,No Event,0,0,1,46,14
2012-11-15,11242,Thursday,6,11,2012,d_657,No Event,No Event,No Event,No Event,0,1,1,46,15
2012-11-16,11242,Friday,7,11,2012,d_658,No Event,No Event,No Event,No Event,0,0,0,46,16
2012-11-17,11243,Saturday,1,11,2012,d_659,No Event,No Event,No Event,No Event,0,0,0,46,17
2012-11-18,11243,Sunday,2,11,2012,d_660,No Event,No Event,No Event,No Event,0,0,0,46,18
2012-11-19,11243,Monday,3,11,2012,d_661,No Event,No Event,No Event,No Event,0,0,0,47,19
2012-11-20,11243,Tuesday,4,11,2012,d_662,No Event,No Event,No Event,No Event,0,0,0,47,20
2012-11-21,11243,Wednesday,5,11,2012,d_663,No Event,No Event,No Event,No Event,0,0,0,47,21
2012-11-22,11243,Thursday,6,11,2012,d_664,Thanksgiving,National,No Event,No Event,0,0,0,47,22
2012-11-23,11243,Friday,7,11,2012,d_665,No Event,No Event,No Event,No Event,0,0,0,47,23
2012-11-24,11244,Saturday,1,11,2012,d_666,No Event,No Event,No Event,No Event,0,0,0,47,24
2012-11-25,11244,Sunday,2,11,2012,d_667,No Event,No Event,No Event,No Event,0,0,0,47,25
2012-11-26,11244,Monday,3,11,2012,d_668,No Event,No Event,No Event,No Event,0,0,0,48,26
2012-11-27,11244,Tuesday,4,11,2012,d_669,No Event,No Event,No Event,No Event,0,0,0,48,27
2012-11-28,11244,Wednesday,5,11,2012,d_670,No Event,No Event,No Event,No Event,0,0,0,48,28
2012-11-29,11244,Thursday,6,11,2012,d_671,No Event,No Event,No Event,No Event,0,0,0,48,29
2012-11-30,11244,Friday,7,11,2012,d_672,No Event,No Event,No Event,No Event,0,0,0,48,30
2012-12-01,11245,Saturday,1,12,2012,d_673,No Event,No Event,No Event,No Event,1,1,0,48,1
2012-12-02,11245,Sunday,2,12,2012,d_674,No Event,No Event,No Event,No Event,1,0,1,48,2
2012-12-03,11245,Monday,3,12,2012,d_675,No Event,No Event,No Event,No Event,1,1,1,49,3
2012-12-04,11245,Tuesday,4,12,2012,d_676,No Event,No Event,No Event,No Event,1,0,0,49,4
2012-12-05,11245,Wednesday,5,12,2012,d_677,No Event,No Event,No Event,No Event,1,1,1,49,5
2012-12-06,11245,Thursday,6,12,2012,d_678,No Event,No Event,No Event,No Event,1,1,1,49,6
2012-12-07,11245,Friday,7,12,2012,d_679,No Event,No Event,No Event,No Event,1,1,0,49,7
2012-12-08,11246,Saturday,1,12,2012,d_680,No Event,No Event,No Event,No Event,1,0,1,49,8
2012-12-09,11246,Sunday,2,12,2012,d_681,No Event,No Event,No Event,No Event,1,1,1,49,9
2012-12-10,11246,Monday,3,12,2012,d_682,No Event,No Event,No Event,No Event,1,0,0,50,10
2012-12-11,11246,Tuesday,4,12,2012,d_683,No Event,No Event,No Event,No Event,0,1,1,50,11
2012-12-12,11246,Wednesday,5,12,2012,d_684,No Event,No Event,No Event,No Event,0,1,1,50,12
2012-12-13,11246,Thursday,6,12,2012,d_685,No Event,No Event,No Event,No Event,0,1,0,50,13
2012-12-14,11246,Friday,7,12,2012,d_686,No Event,No Event,No Event,No Event,0,0,1,50,14
2012-12-15,11247,Saturday,1,12,2012,d_687,No Event,No Event,No Event,No Event,0,1,1,50,15
2012-12-16,11247,Sunday,2,12,2012,d_688,Chanukah End,Religious,No Event,No Event,0,0,0,50,16
2012-12-17,11247,Monday,3,12,2012,d_689,No Event,No Event,No Event,No Event,0,0,0,51,17
2012-12-18,11247,Tuesday,4,12,2012,d_690,No Event,No Event,No Event,No Event,0,0,0,51,18
2012-12-19,11247,Wednesday,5,12,2012,d_691,No Event,No Event,No Event,No Event,0,0,0,51,19
2012-12-20,11247,Thursday,6,12,2012,d_692,No Event,No Event,No Event,No Event,0,0,0,51,20
2012-12-21,11247,Friday,7,12,2012,d_693,No Event,No Event,No Event,No Event,0,0,0,51,21
2012-12-22,11248,Saturday,1,12,2012,d_694,No Event,No Event,No Event,No Event,0,0,0,51,22
2012-12-23,11248,Sunday,2,12,2012,d_695,No Event,No Event,No Event,No Event,0,0,0,51,23
2012-12-24,11248,Monday,3,12,2012,d_696,No Event,No Event,No Event,No Event,0,0,0,52,24
2012-12-25,11248,Tuesday,4,12,2012,d_697,Christmas,National,No Event,No Event,0,0,0,52,25
2012-12-26,11248,Wednesday,5,12,2012,d_698,No Event,No Event,No Event,No Event,0,0,0,52,26
2012-12-27,11248,Thursday,6,12,2012,d_699,No Event,No Event,No Event,No Event,0,0,0,52,27
2012-12-28,11248,Friday,7,12,2012,d_700,No Event,No Event,No Event,No Event,0,0,0,52,28
2012-12-29,11249,Saturday,1,12,2012,d_701,No Event,No Event,No Event,No Event,0,0,0,52,29
2012-12-30,11249,Sunday,2,12,2012,d_702,No Event,No Event,No Event,No Event,0,0,0,52,30
2012-12-31,11249,Monday,3,12,2012,d_703,No Event,No Event,No Event,No Event,0,0,0,1,31
2013-01-01,11249,Tuesday,4,1,2013,d_704,NewYear,National,No Event,No Event,1,1,0,1,1
2013-01-02,11249,Wednesday,5,1,2013,d_705,No Event,No Event,No Event,No Event,1,0,1,1,2
2013-01-03,11249,Thursday,6,1,2013,d_706,No Event,No Event,No Event,No Event,1,1,1,1,3
2013-01-04,11249,Friday,7,1,2013,d_707,No Event,No Event,No Event,No Event,1,0,0,1,4
2013-01-05,11250,Saturday,1,1,2013,d_708,No Event,No Event,No Event,No Event,1,1,1,1,5
2013-01-06,11250,Sunday,2,1,2013,d_709,No Event,No Event,No Event,No Event,1,1,1,1,6
2013-01-07,11250,Monday,3,1,2013,d_710,OrthodoxChristmas,Religious,No Event,No Event,1,1,0,2,7
2013-01-08,11250,Tuesday,4,1,2013,d_711,No Event,No Event,No Event,No Event,1,0,1,2,8
2013-01-09,11250,Wednesday,5,1,2013,d_712,No Event,No Event,No Event,No Event,1,1,1,2,9
2013-01-10,11250,Thursday,6,1,2013,d_713,No Event,No Event,No Event,No Event,1,0,0,2,10
2013-01-11,11250,Friday,7,1,2013,d_714,No Event,No Event,No Event,No Event,0,1,1,2,11
2013-01-12,11251,Saturday,1,1,2013,d_715,No Event,No Event,No Event,No Event,0,1,1,2,12
2013-01-13,11251,Sunday,2,1,2013,d_716,No Event,No Event,No Event,No Event,0,1,0,2,13
2013-01-14,11251,Monday,3,1,2013,d_717,No Event,No Event,No Event,No Event,0,0,1,3,14
2013-01-15,11251,Tuesday,4,1,2013,d_718,No Event,No Event,No Event,No Event,0,1,1,3,15
2013-01-16,11251,Wednesday,5,1,2013,d_719,No Event,No Event,No Event,No Event,0,0,0,3,16
2013-01-17,11251,Thursday,6,1,2013,d_720,No Event,No Event,No Event,No Event,0,0,0,3,17
2013-01-18,11251,Friday,7,1,2013,d_721,No Event,No Event,No Event,No Event,0,0,0,3,18
2013-01-19,11252,Saturday,1,1,2013,d_722,No Event,No Event,No Event,No Event,0,0,0,3,19
2013-01-20,11252,Sunday,2,1,2013,d_723,No Event,No Event,No Event,No Event,0,0,0,3,20
2013-01-21,11252,Monday,3,1,2013,d_724,MartinLutherKingDay,National,No Event,No Event,0,0,0,4,21
2013-01-22,11252,Tuesday,4,1,2013,d_725,No Event,No Event,No Event,No Event,0,0,0,4,22
2013-01-23,11252,Wednesday,5,1,2013,d_726,No Event,No Event,No Event,No Event,0,0,0,4,23
2013-01-24,11252,Thursday,6,1,2013,d_727,No Event,No Event,No Event,No Event,0,0,0,4,24
2013-01-25,11252,Friday,7,1,2013,d_728,No Event,No Event,No Event,No Event,0,0,0,4,25
2013-01-26,11301,Saturday,1,1,2013,d_729,No Event,No Event,No Event,No Event,0,0,0,4,26
2013-01-27,11301,Sunday,2,1,2013,d_730,No Event,No Event,No Event,No Event,0,0,0,4,27
2013-01-28,11301,Monday,3,1,2013,d_731,No Event,No Event,No Event,No Event,0,0,0,5,28
2013-01-29,11301,Tuesday,4,1,2013,d_732,No Event,No Event,No Event,No Event,0,0,0,5,29
2013-01-30,11301,Wednesday,5,1,2013,d_733,No Event,No Event,No Event,No Event,0,0,0,5,30
2013-01-31,11301,Thursday,6,1,2013,d_734,No Event,No Event,No Event,No Event,0,0,0,5,31
2013-02-01,11301,Friday,7,2,2013,d_735,No Event,No Event,No Event,No Event,1,1,0,5,1
2013-02-02,11302,Saturday,1,2,2013,d_736,No Event,No Event,No Event,No Event,1,0,1,5,2
2013-02-03,11302,Sunday,2,2,2013,d_737,SuperBowl,Sporting,No Event,No Event,1,1,1,5,3
2013-02-04,11302,Monday,3,2,2013,d_738,No Event,No Event,No Event,No Event,1,0,0,6,4
2013-02-05,11302,Tuesday,4,2,2013,d_739,No Event,No Event,No Event,No Event,1,1,1,6,5
2013-02-06,11302,Wednesday,5,2,2013,d_740,No Event,No Event,No Event,No Event,1,1,1,6,6
2013-02-07,11302,Thursday,6,2,2013,d_741,No Event,No Event,No Event,No Event,1,1,0,6,7
2013-02-08,11302,Friday,7,2,2013,d_742,No Event,No Event,No Event,No Event,1,0,1,6,8
2013-02-09,11303,Saturday,1,2,2013,d_743,No Event,No Event,No Event,No Event,1,1,1,6,9
2013-02-10,11303,Sunday,2,2,2013,d_744,No Event,No Event,No Event,No Event,1,0,0,6,10
2013-02-11,11303,Monday,3,2,2013,d_745,No Event,No Event,No Event,No Event,0,1,1,7,11
2013-02-12,11303,Tuesday,4,2,2013,d_746,No Event,No Event,No Event,No Event,0,1,1,7,12
2013-02-13,11303,Wednesday,5,2,2013,d_747,LentStart,Religious,No Event,No Event,0,1,0,7,13
2013-02-14,11303,Thursday,6,2,2013,d_748,ValentinesDay,Cultural,No Event,No Event,0,0,1,7,14
2013-02-15,11303,Friday,7,2,2013,d_749,No Event,No Event,No Event,No Event,0,1,1,7,15
2013-02-16,11304,Saturday,1,2,2013,d_750,No Event,No Event,No Event,No Event,0,0,0,7,16
2013-02-17,11304,Sunday,2,2,2013,d_751,No Event,No Event,No Event,No Event,0,0,0,7,17
2013-02-18,11304,Monday,3,2,2013,d_752,PresidentsDay,National,No Event,No Event,0,0,0,8,18
2013-02-19,11304,Tuesday,4,2,2013,d_753,No Event,No Event,No Event,No Event,0,0,0,8,19
2013-02-20,11304,Wednesday,5,2,2013,d_754,LentWeek2,Religious,No Event,No Event,0,0,0,8,20
2013-02-21,11304,Thursday,6,2,2013,d_755,No Event,No Event,No Event,No Event,0,0,0,8,21
2013-02-22,11304,Friday,7,2,2013,d_756,No Event,No Event,No Event,No Event,0,0,0,8,22
2013-02-23,11305,Saturday,1,2,2013,d_757,No Event,No Event,No Event,No Event,0,0,0,8,23
2013-02-24,11305,Sunday,2,2,2013,d_758,Purim End,Religious,No Event,No Event,0,0,0,8,24
2013-02-25,11305,Monday,3,2,2013,d_759,No Event,No Event,No Event,No Event,0,0,0,9,25
2013-02-26,11305,Tuesday,4,2,2013,d_760,No Event,No Event,No Event,No Event,0,0,0,9,26
2013-02-27,11305,Wednesday,5,2,2013,d_761,No Event,No Event,No Event,No Event,0,0,0,9,27
2013-02-28,11305,Thursday,6,2,2013,d_762,No Event,No Event,No Event,No Event,0,0,0,9,28
2013-03-01,11305,Friday,7,3,2013,d_763,No Event,No Event,No Event,No Event,1,1,0,9,1
2013-03-02,11306,Saturday,1,3,2013,d_764,No Event,No Event,No Event,No Event,1,0,1,9,2
2013-03-03,11306,Sunday,2,3,2013,d_765,No Event,No Event,No Event,No Event,1,1,1,9,3
2013-03-04,11306,Monday,3,3,2013,d_766,No Event,No Event,No Event,No Event,1,0,0,10,4
2013-03-05,11306,Tuesday,4,3,2013,d_767,No Event,No Event,No Event,No Event,1,1,1,10,5
2013-03-06,11306,Wednesday,5,3,2013,d_768,No Event,No Event,No Event,No Event,1,1,1,10,6
2013-03-07,11306,Thursday,6,3,2013,d_769,No Event,No Event,No Event,No Event,1,1,0,10,7
2013-03-08,11306,Friday,7,3,2013,d_770,No Event,No Event,No Event,No Event,1,0,1,10,8
2013-03-09,11307,Saturday,1,3,2013,d_771,No Event,No Event,No Event,No Event,1,1,1,10,9
2013-03-10,11307,Sunday,2,3,2013,d_772,No Event,No Event,No Event,No Event,1,0,0,10,10
2013-03-11,11307,Monday,3,3,2013,d_773,No Event,No Event,No Event,No Event,0,1,1,11,11
2013-03-12,11307,Tuesday,4,3,2013,d_774,No Event,No Event,No Event,No Event,0,1,1,11,12
2013-03-13,11307,Wednesday,5,3,2013,d_775,No Event,No Event,No Event,No Event,0,1,0,11,13
2013-03-14,11307,Thursday,6,3,2013,d_776,No Event,No Event,No Event,No Event,0,0,1,11,14
2013-03-15,11307,Friday,7,3,2013,d_777,No Event,No Event,No Event,No Event,0,1,1,11,15
2013-03-16,11308,Saturday,1,3,2013,d_778,No Event,No Event,No Event,No Event,0,0,0,11,16
2013-03-17,11308,Sunday,2,3,2013,d_779,StPatricksDay,Cultural,No Event,No Event,0,0,0,11,17
2013-03-18,11308,Monday,3,3,2013,d_780,No Event,No Event,No Event,No Event,0,0,0,12,18
2013-03-19,11308,Tuesday,4,3,2013,d_781,No Event,No Event,No Event,No Event,0,0,0,12,19
2013-03-20,11308,Wednesday,5,3,2013,d_782,No Event,No Event,No Event,No Event,0,0,0,12,20
2013-03-21,11308,Thursday,6,3,2013,d_783,No Event,No Event,No Event,No Event,0,0,0,12,21
2013-03-22,11308,Friday,7,3,2013,d_784,No Event,No Event,No Event,No Event,0,0,0,12,22
2013-03-23,11309,Saturday,1,3,2013,d_785,No Event,No Event,No Event,No Event,0,0,0,12,23
2013-03-24,11309,Sunday,2,3,2013,d_786,No Event,No Event,No Event,No Event,0,0,0,12,24
2013-03-25,11309,Monday,3,3,2013,d_787,No Event,No Event,No Event,No Event,0,0,0,13,25
2013-03-26,11309,Tuesday,4,3,2013,d_788,No Event,No Event,No Event,No Event,0,0,0,13,26
2013-03-27,11309,Wednesday,5,3,2013,d_789,No Event,No Event,No Event,No Event,0,0,0,13,27
2013-03-28,11309,Thursday,6,3,2013,d_790,No Event,No Event,No Event,No Event,0,0,0,13,28
2013-03-29,11309,Friday,7,3,2013,d_791,No Event,No Event,No Event,No Event,0,0,0,13,29
2013-03-30,11310,Saturday,1,3,2013,d_792,No Event,No Event,No Event,No Event,0,0,0,13,30
2013-03-31,11310,Sunday,2,3,2013,d_793,Easter,Cultural,No Event,No Event,0,0,0,13,31
2013-04-01,11310,Monday,3,4,2013,d_794,No Event,No Event,No Event,No Event,1,1,0,14,1
2013-04-02,11310,Tuesday,4,4,2013,d_795,Pesach End,Religious,No Event,No Event,1,0,1,14,2
2013-04-03,11310,Wednesday,5,4,2013,d_796,No Event,No Event,No Event,No Event,1,1,1,14,3
2013-04-04,11310,Thursday,6,4,2013,d_797,No Event,No Event,No Event,No Event,1,0,0,14,4
